FrameCounter,Timestamp,Flags,Region0R,Region1R,Region2G,Region3G,Region4G
344,29076.43408,20,0.012860013,0.018740895,0.357215897,0.453922721,0.011577965
345,29076.43965,17,0.025284005,0.025141506,0.092799916,0.056047096,0.003921569
346,29076.44522,18,0.015835993,0.022865468,0.088003373,0.06019677,0.003921569
347,29076.45075,20,0.012904666,0.018812543,0.357110479,0.453484943,0.012698413
348,29076.45632,17,0.025265619,0.025115235,0.093058191,0.055938803,0.003921569
349,29076.46186,18,0.015809726,0.02276516,0.088013915,0.060134559,0.003921569
350,29076.46742,20,0.012833747,0.018745671,0.35728969,0.453733785,0.011764706
351,29076.47296,17,0.02518682,0.025077022,0.093255851,0.055846639,0.003921569
352,29076.47853,18,0.015838619,0.022746053,0.088116698,0.05991567,0.003921569
353,29076.48406,20,0.01288628,0.018896133,0.357323951,0.45345499,0.012138189
354,29076.48963,17,0.025291885,0.025043586,0.093408708,0.055740651,0.003921569
355,29076.4952,18,0.015786087,0.02275083,0.088066624,0.059761296,0.003921569
356,29076.50074,20,0.012891533,0.018745671,0.357468902,0.45355637,0.012511671
357,29076.5063,17,0.025202579,0.024969549,0.093018659,0.055722218,0.003921569
358,29076.51184,18,0.01582286,0.022707841,0.087776724,0.059703693,0.003921569
359,29076.51741,20,0.01288628,0.018829261,0.357403015,0.453390475,0.012138189
360,29076.52294,17,0.025249859,0.024952831,0.092515286,0.0557683,0.003921569
361,29076.52851,18,0.015762447,0.022796207,0.087328695,0.059648395,0.003921569
362,29076.53408,20,0.012833747,0.018822096,0.357265971,0.453372042,0.01232493
363,29076.53962,17,0.025286632,0.025034033,0.092386148,0.055874289,0.003921569
364,29076.54518,18,0.015796593,0.022793819,0.08724436,0.05977512,0.003921569
365,29076.55072,20,0.012875773,0.018862697,0.357323951,0.453160065,0.012138189
366,29076.55629,17,0.025239352,0.025050751,0.092686591,0.055911154,0.003921569
367,29076.56182,18,0.0158071,0.022734112,0.087341872,0.059613834,0.003921569
368,29076.56739,20,0.012907293,0.018738506,0.35720272,0.45360706,0.011951447
369,29076.57293,17,0.025134287,0.025043586,0.092847354,0.055657704,0.003921569
370,29076.5785,18,0.015793967,0.022626639,0.087391946,0.059450243,0.003921569
371,29076.58406,20,0.01286264,0.018824485,0.357113114,0.453646229,0.011951447
372,29076.5896,17,0.025184193,0.024962384,0.092863167,0.055809774,0.003921569
373,29076.59517,18,0.01579134,0.022784266,0.08727335,0.059434114,0.003921569
374,29076.6007,20,0.012944066,0.018841203,0.35703405,0.45322458,0.011577965
375,29076.60627,17,0.025205206,0.025014927,0.092918511,0.055703786,0.003921569
376,29076.61181,18,0.015694154,0.02265291,0.087041429,0.059487109,0.003921569
377,29076.61741,20,0.012883653,0.018917628,0.357150011,0.453256837,0.01232493
378,29076.62291,17,0.025223592,0.025034033,0.092449399,0.055770604,0.003921569
379,29076.62848,18,0.015817606,0.022717394,0.087030888,0.059473284,0.003921569
380,29076.63405,20,0.012923053,0.018738506,0.357097301,0.453353609,0.011764706
381,29076.63958,17,0.025192073,0.025026868,0.092560089,0.055710698,0.003921569
382,29076.64515,18,0.015694154,0.022793819,0.086983449,0.059468676,0.003921569
383,29076.65069,20,0.01290204,0.018793437,0.356936538,0.453431949,0.011577965
384,29076.65626,17,0.025226219,0.02502448,0.092565359,0.055660008,0.003921569
385,29076.66179,18,0.015725674,0.022612309,0.087228547,0.059293565,0.003921569
386,29076.66739,20,0.012972959,0.01881732,0.356994518,0.453176194,0.01232493
387,29076.67293,17,0.025168433,0.025036421,0.092947502,0.055558628,0.003921569
388,29076.67846,18,0.015772954,0.022710229,0.087489458,0.059143799,0.003921569
389,29076.68403,20,0.012888906,0.018721788,0.357387202,0.45356789,0.011951447
390,29076.68957,17,0.025276125,0.02502448,0.093047649,0.05551485,0.003921569
391,29076.69514,18,0.015728301,0.022655298,0.087378769,0.058945646,0.003921569
392,29076.70067,20,0.012881026,0.018874639,0.357010331,0.4535172,0.011577965
393,29076.70624,17,0.025270872,0.024983879,0.092976492,0.05536278,0.003921569
394,29076.71178,18,0.015749314,0.022707841,0.087465739,0.059118453,0.003921569
395,29076.71741,20,0.012896786,0.018760001,0.356986612,0.453664662,0.011577965
396,29076.72291,17,0.025239352,0.024969549,0.092462576,0.055360476,0.003921569
397,29076.72845,18,0.015678395,0.022643357,0.086880666,0.059173752,0.003921569
398,29076.73402,20,0.012915173,0.018779107,0.356849568,0.453395083,0.012138189
399,29076.73955,17,0.025031848,0.025002985,0.092206937,0.055524066,0.003921569
400,29076.74512,18,0.015681021,0.022755607,0.087041429,0.059201401,0.003921569
401,29076.75066,20,0.012865267,0.01870507,0.357181636,0.453342089,0.011951447
402,29076.75622,17,0.025220966,0.024983879,0.092694497,0.055501025,0.003921569
403,29076.76176,18,0.015746687,0.022664852,0.087254902,0.059284348,0.003921569
404,29076.76733,20,0.012917799,0.018795825,0.356902277,0.453533329,0.011951447
405,29076.7729,17,0.025220966,0.024986267,0.092902699,0.055365084,0.003921569
406,29076.77843,18,0.01583074,0.022691123,0.08747101,0.059070068,0.003921569
407,29076.784,20,0.012941439,0.018771942,0.356910183,0.453054077,0.011951447
408,29076.78957,17,0.025252485,0.024914619,0.093016024,0.055581669,0.003921569
409,29076.7951,18,0.0158071,0.022712617,0.087552709,0.059208313,0.003921569
410,29076.80067,20,0.012917799,0.018783884,0.357284419,0.453436557,0.012138189
411,29076.80621,17,0.025333911,0.024969549,0.09325058,0.055319002,0.003921569
412,29076.81178,18,0.015770327,0.022633804,0.08741303,0.059162231,0.003921569
413,29076.81731,20,0.012991345,0.018757613,0.357236981,0.453399691,0.011764706
414,29076.82288,17,0.025189446,0.025019703,0.09350622,0.055445727,0.003921569
415,29076.82842,18,0.01579922,0.022753218,0.087600148,0.059047027,0.003921569
416,29076.83398,20,0.012923053,0.018736118,0.357326587,0.453395083,0.011764706
417,29076.83955,17,0.025320778,0.024945666,0.093442969,0.055395037,0.003921569
418,29076.84509,18,0.015754567,0.022595591,0.087513177,0.059044722,0.003921569
419,29076.85066,20,0.012925679,0.018848368,0.356875922,0.45347803,0.011951447
420,29076.85619,17,0.025320778,0.025096129,0.09293696,0.055355867,0.003921569
421,29076.86176,18,0.015728301,0.022655298,0.087260173,0.059208313,0.003921569
422,29076.8673,20,0.012941439,0.018807767,0.357250158,0.453397387,0.011764706
423,29076.87286,17,0.025228846,0.025019703,0.092604891,0.055381212,0.003921569
424,29076.8784,18,0.015757194,0.022640969,0.087220641,0.059226746,0.003921569
425,29076.88397,20,0.012896786,0.018760001,0.357297596,0.453404299,0.011764706
426,29076.88954,17,0.025205206,0.024950443,0.092678684,0.05536278,0.003921569
427,29076.89507,18,0.015633742,0.022624251,0.087175838,0.059277436,0.003921569
428,29076.90064,20,0.013014985,0.018779107,0.357239616,0.453558674,0.011951447
429,29076.90618,17,0.025262992,0.024967161,0.092705039,0.055678441,0.003921569
430,29076.91174,18,0.015749314,0.022645745,0.087291798,0.059295869,0.003921569
431,29076.91728,20,0.012896786,0.018738506,0.357184272,0.453395083,0.01232493
432,29076.92285,17,0.025257739,0.024952831,0.093063462,0.055208405,0.003921569
433,29076.92838,18,0.015654755,0.022605144,0.087418301,0.059035506,0.003921569
434,29076.93395,20,0.012954572,0.018786272,0.356978705,0.45331444,0.011951447
435,29076.93952,17,0.025244606,0.024924172,0.093100358,0.055192277,0.003921569
436,29076.94506,18,0.015804473,0.022643357,0.087394581,0.059083892,0.003921569
437,29076.95062,20,0.012896786,0.018791049,0.357055134,0.453229188,0.011764706
438,29076.95616,17,0.025226219,0.024993432,0.092723487,0.055286745,0.003921569
439,29076.96173,18,0.015738807,0.022633804,0.087086232,0.059194489,0.003921569
440,29076.96726,20,0.012920426,0.018702682,0.356999789,0.453602452,0.012138189
441,29076.97283,17,0.025079127,0.02495522,0.092325532,0.055166932,0.003921569
442,29076.9784,18,0.015654755,0.02263858,0.086862218,0.059226746,0.003921569
443,29076.98394,20,0.0128784,0.018760001,0.357176365,0.45331444,0.011764706
444,29076.9895,17,0.025160553,0.025043586,0.092088341,0.055404253,0.003921569
445,29076.99504,18,0.015644248,0.022593203,0.08709941,0.059325822,0.003921569
446,29077.00058,20,0.012857387,0.018779107,0.357350306,0.453533329,0.012138189
447,29077.00611,17,0.02517106,0.025026868,0.092235927,0.055503329,0.003921569
448,29077.01168,18,0.01579922,0.022691123,0.087260173,0.05943181,0.003921569
449,29077.01722,20,0.012883653,0.018752836,0.357018237,0.453254533,0.011764706
450,29077.02278,17,0.025273499,0.024924172,0.09287898,0.055551715,0.003921569
451,29077.02835,18,0.015728301,0.022738888,0.08738404,0.05952167,0.003921569
452,29077.03389,20,0.012907293,0.018717012,0.357252794,0.453528721,0.01232493
453,29077.03946,17,0.025202579,0.024936113,0.093050285,0.055136978,0.003921569
454,29077.04499,18,0.01579134,0.022629027,0.087484187,0.059332734,0.003921569
455,29077.05056,20,0.01286264,0.018697905,0.357113114,0.453240709,0.011764706
456,29077.0561,17,0.025228846,0.024850135,0.093010753,0.055166932,0.003921569
457,29077.06166,18,0.01582286,0.022746053,0.087210099,0.059388033,0.003921569
458,29077.0672,20,0.012867893,0.018786272,0.357055134,0.453572498,0.01232493
459,29077.07277,17,0.0251553,0.024979102,0.092365064,0.055010253,0.003921569
460,29077.07834,18,0.015694154,0.022645745,0.087323424,0.059408769,0.003921569
461,29077.08387,20,0.012852133,0.018793437,0.357036686,0.453418124,0.012138189
462,29077.08944,17,0.02514742,0.02492656,0.092415138,0.055065551,0.003921569
463,29077.09498,18,0.01575194,0.022683958,0.087051971,0.059494021,0.003921569
464,29077.10054,20,0.012899413,0.01870507,0.356973435,0.453489551,0.012138189
465,29077.10608,17,0.02517106,0.024945666,0.092346616,0.05513237,0.003921569
466,29077.11165,18,0.015681021,0.022581261,0.087146848,0.059473284,0.003921569
467,29077.11722,20,0.012867893,0.018810155,0.357126291,0.453514896,0.012138189
468,29077.12275,17,0.025205206,0.02495522,0.092201666,0.055247575,0.003921569
469,29077.12832,18,0.015681021,0.022660075,0.086846405,0.05952167,0.003921569
470,29077.13386,20,0.012909919,0.018707459,0.357184272,0.4535172,0.011951447
471,29077.13942,17,0.025226219,0.024917007,0.092249104,0.055395037,0.003921569
472,29077.14496,18,0.015717794,0.022731724,0.086725174,0.059703693,0.003921569
473,29077.15053,20,0.012909919,0.018693129,0.35700506,0.45331444,0.011577965
474,29077.15606,17,0.025160553,0.024878794,0.092444128,0.055533283,0.003921569
475,29077.16163,18,0.015654755,0.022719782,0.086880666,0.059738255,0.003921569
476,29077.1672,20,0.012957199,0.018767166,0.35711575,0.453190019,0.011764706
477,29077.17274,17,0.025168433,0.024914619,0.092523192,0.055249879,0.003921569
478,29077.1783,18,0.015725674,0.022640969,0.086680371,0.059604617,0.003921569
479,29077.18384,20,0.01289416,0.018752836,0.357065676,0.45336513,0.011764706
480,29077.18941,17,0.025113274,0.024924172,0.09245467,0.055169236,0.003921569
481,29077.19494,18,0.015662635,0.022686346,0.086885937,0.05971291,0.003921569
482,29077.20051,20,0.012920426,0.018764778,0.357134198,0.453342089,0.011577965
483,29077.20605,17,0.025060741,0.025019703,0.092156863,0.055348955,0.003921569
484,29077.21162,18,0.015736181,0.022679181,0.086817415,0.059777424,0.003921569
485,29077.21718,20,0.01288628,0.018781496,0.356456884,0.453236101,0.011951447
486,29077.22272,17,0.025197326,0.024866853,0.092249104,0.05527292,0.003921569
487,29077.22829,18,0.015738807,0.022679181,0.087007168,0.059715214,0.003921569
488,29077.23382,20,0.012881026,0.018693129,0.356936538,0.453277574,0.012138189
489,29077.23939,17,0.025055488,0.024888348,0.092491567,0.055199189,0.003921569
490,29077.24496,18,0.015749314,0.022664852,0.087102045,0.059544711,0.003921569
491,29077.2505,20,0.012875773,0.018755224,0.357321316,0.453461902,0.011951447
492,29077.25606,17,0.025202579,0.025005374,0.092536369,0.055139283,0.003921569
493,29077.2616,18,0.015757194,0.022626639,0.087254902,0.059500933,0.003921569
494,29077.26717,20,0.012828494,0.018805378,0.357189542,0.453503375,0.011951447
495,29077.2727,17,0.025234099,0.025026868,0.092873709,0.055148499,0.003921569
496,29077.27827,18,0.015804473,0.022655298,0.087426207,0.059459459,0.003921569
497,29077.28384,20,0.012946692,0.01873373,0.357236981,0.453316744,0.011951447
498,29077.28938,17,0.025152673,0.02491223,0.092773561,0.055166932,0.003921569
499,29077.29494,18,0.01581498,0.022574097,0.08735505,0.059583881,0.003921569
500,29077.30048,20,0.012891533,0.018822096,0.35706304,0.453270662,0.012138189
501,29077.30605,17,0.025165806,0.024905066,0.092172676,0.055136978,0.003921569
502,29077.31158,18,0.015728301,0.022662463,0.087347143,0.059466372,0.003921569
503,29077.31715,20,0.01287052,0.018795825,0.356810036,0.45355637,0.011577965
504,29077.32269,17,0.025094887,0.024962384,0.092006641,0.055063247,0.003921569
505,29077.32826,18,0.015696781,0.022672016,0.086996627,0.059537799,0.003921569
506,29077.33382,20,0.012915173,0.018757613,0.357223803,0.453489551,0.011951447
507,29077.33936,17,0.025150047,0.02494089,0.092301813,0.055088592,0.003921569
508,29077.34493,18,0.015741434,0.022605144,0.087476281,0.059376512,0.003921569
509,29077.35046,20,0.012957199,0.018676411,0.357076218,0.453019516,0.011951447
510,29077.35603,17,0.025302392,0.024826252,0.092554818,0.05522223,0.003921569
511,29077.36157,18,0.015772954,0.022700676,0.087905861,0.059540103,0.003921569
512,29077.36714,20,0.012938812,0.018714623,0.356852203,0.453166978,0.012138189
513,29077.37267,17,0.025181566,0.024921784,0.092926418,0.054964171,0.003921569
514,29077.37824,18,0.015746687,0.022617086,0.087866329,0.059314302,0.003921569
515,29077.38381,20,0.01288628,0.018750448,0.357355577,0.453374346,0.01232493
516,29077.38938,17,0.025252485,0.024957608,0.093200506,0.054973388,0.003921569
517,29077.39491,18,0.015793967,0.02266724,0.0878716,0.05922905,0.003921569
518,29077.40045,20,0.012983465,0.018712235,0.357236981,0.453422732,0.011951447
519,29077.40602,17,0.025126407,0.024840582,0.092481025,0.05492961,0.003921569
520,29077.41158,18,0.015786087,0.022490507,0.087518448,0.059302781,0.003921569
521,29077.41712,20,0.012873147,0.018793437,0.357200084,0.453565586,0.011951447
522,29077.42269,17,0.025071248,0.024799981,0.092362429,0.054904265,0.003921569
523,29077.42822,18,0.015762447,0.022624251,0.087550074,0.059141494,0.003921569
524,29077.43379,20,0.012986092,0.018685964,0.357126291,0.453268358,0.011764706
525,29077.43936,17,0.025213086,0.024799981,0.092752477,0.054766019,0.003921569
526,29077.4449,18,0.015809726,0.022543049,0.08772665,0.059270524,0.003921569
527,29077.45043,20,0.012962452,0.018647751,0.357142104,0.453245317,0.012138189
528,29077.456,17,0.025199953,0.024756992,0.092649694,0.054662335,0.003921569
529,29077.46157,18,0.01578346,0.022545437,0.087671305,0.059083892,0.003921569
530,29077.4671,20,0.012807481,0.018685964,0.357184272,0.453243013,0.012138189
531,29077.47267,17,0.02512378,0.024964773,0.09282627,0.054858183,0.003921569
532,29077.47821,18,0.015757194,0.022488118,0.087610689,0.058890348,0.003921569
533,29077.48378,20,0.01284688,0.018760001,0.35740565,0.453671574,0.011951447
534,29077.48938,17,0.025228846,0.024778486,0.093084546,0.054657727,0.003921569
535,29077.49488,18,0.01575194,0.022595591,0.08778463,0.05884657,0.003921569
536,29077.50042,20,0.012912546,0.018681187,0.356986612,0.453349001,0.01232493
537,29077.50598,17,0.025165806,0.024756992,0.092952773,0.054579388,0.003921569
538,29077.51155,18,0.015825486,0.022617086,0.087629138,0.058657635,0.003921569
539,29077.51709,20,0.012836374,0.018736118,0.356744149,0.453201539,0.012138189
540,29077.52266,17,0.02510802,0.024802369,0.092586443,0.054491832,0.003921569
541,29077.52819,18,0.015641622,0.022514389,0.087486823,0.058636898,0.003921569
542,29077.53376,20,0.012930933,0.018757613,0.357213262,0.453120896,0.01232493
543,29077.53936,17,0.025092261,0.024838193,0.092438857,0.054431926,0.003921569
544,29077.54486,18,0.015638995,0.022578873,0.087410394,0.058533214,0.003921569
545,29077.5504,20,0.012852133,0.018690741,0.357192178,0.453378954,0.011764706
546,29077.55597,17,0.025160553,0.02484297,0.092560089,0.054572475,0.003921569
547,29077.56154,18,0.015709914,0.02256932,0.087344508,0.058535518,0.003921569
548,29077.56707,20,0.012875773,0.018700294,0.357012966,0.453143937,0.011764706
549,29077.57264,17,0.025205206,0.024823864,0.092620704,0.054646206,0.003921569
550,29077.57818,18,0.015723047,0.022621862,0.087531626,0.058613857,0.003921569
551,29077.58374,20,0.012833747,0.018724177,0.357078853,0.453219972,0.012138189
552,29077.58928,17,0.025097514,0.024788039,0.092805187,0.054657727,0.003921569
553,29077.59485,18,0.015833366,0.022538272,0.087568522,0.058600032,0.003921569
554,29077.60038,20,0.012915173,0.018666858,0.356994518,0.453236101,0.011764706
555,29077.60595,17,0.025286632,0.024768933,0.093087181,0.05464851,0.003921569
556,29077.61152,18,0.015725674,0.022492895,0.087776724,0.058602336,0.003921569
557,29077.61706,20,0.012891533,0.018740895,0.357084124,0.453249925,0.011951447
558,29077.62262,17,0.025205206,0.024780875,0.09279728,0.054666943,0.003921569
559,29077.62816,18,0.015741434,0.022547825,0.087473645,0.058445658,0.003921569
560,29077.63373,20,0.012909919,0.018805378,0.357084124,0.453070206,0.011951447
561,29077.63926,17,0.025113274,0.024838193,0.092188488,0.054590908,0.003921569
562,29077.64483,18,0.015662635,0.022519166,0.087007168,0.058415705,0.003921569
563,29077.65037,20,0.01288628,0.018738506,0.357236981,0.453229188,0.011577965
564,29077.65594,17,0.025071248,0.024778486,0.092233291,0.05473837,0.003921569
565,29077.6615,18,0.015744061,0.0224714,0.087065149,0.058369623,0.003921569
566,29077.66704,20,0.012891533,0.018824485,0.357023508,0.453360522,0.012138189
567,29077.67261,17,0.025081754,0.024804757,0.092388783,0.054662335,0.003921569
568,29077.67814,18,0.015628489,0.022545437,0.086809509,0.058323541,0.003921569
569,29077.68371,20,0.012899413,0.018740895,0.357268606,0.453272966,0.012138189
570,29077.68928,17,0.02513166,0.024680567,0.092470483,0.054643902,0.003921569
571,29077.69482,18,0.015681021,0.022507225,0.087044065,0.058215248,0.003921569
572,29077.70038,20,0.012857387,0.018740895,0.357142104,0.453266054,0.011951447
573,29077.70592,17,0.025194699,0.02475938,0.092823635,0.054616253,0.003921569
574,29077.71149,18,0.015730927,0.022488118,0.086993991,0.058305108,0.003921569
575,29077.71702,20,0.012891533,0.018674023,0.357218533,0.453627797,0.01232493
576,29077.72259,17,0.025241979,0.024740274,0.09271031,0.054581692,0.003921569
577,29077.72816,18,0.015678395,0.022514389,0.086978178,0.058118477,0.003921569
578,29077.7337,20,0.01287052,0.018662081,0.357044592,0.453090943,0.012511671
579,29077.73926,17,0.025079127,0.024859688,0.092249104,0.054627774,0.003921569
580,29077.7448,18,0.015657382,0.022418858,0.08670409,0.058286675,0.003921569
581,29077.75037,20,0.012860013,0.018779107,0.357099937,0.453245317,0.012138189
582,29077.7559,17,0.02512378,0.024814311,0.091851149,0.054632382,0.003921569
583,29077.76147,18,0.015675768,0.022423634,0.086387835,0.058173775,0.003921569
584,29077.76701,20,0.012849507,0.01873373,0.357218533,0.453378954,0.011577965
585,29077.77258,17,0.024989822,0.024883571,0.091766814,0.054579388,0.003921569
586,29077.77814,18,0.015604849,0.022383034,0.086324584,0.057964102,0.003921569
587,29077.78368,20,0.0128784,0.018554608,0.357073582,0.453187715,0.01232493
588,29077.78925,17,0.025071248,0.024742662,0.091837972,0.05459782,0.003921569
589,29077.79478,18,0.015625862,0.022363927,0.08639047,0.057950278,0.003921569
590,29077.80035,20,0.0128784,0.018724177,0.357036686,0.453243013,0.011764706
591,29077.80589,17,0.025060741,0.024821475,0.091766814,0.054567867,0.003921569
592,29077.81146,18,0.015694154,0.022495283,0.086300864,0.058028617,0.003921569
593,29077.81699,20,0.012938812,0.018676411,0.357252794,0.453475726,0.012138189
594,29077.82256,17,0.025052861,0.024788039,0.091946026,0.054593212,0.003921569
595,29077.82813,18,0.01551029,0.022368704,0.086295594,0.058120781,0.003921569
596,29077.83366,20,0.012867893,0.018764778,0.357018237,0.453254533,0.011951447
597,29077.83923,17,0.025173686,0.024807146,0.092420409,0.054662335,0.003921569
598,29077.84477,18,0.015696781,0.022390198,0.086680371,0.058012488,0.003921569
599,29077.85034,20,0.012789094,0.018750448,0.356770504,0.453229188,0.011764706
600,29077.85587,17,0.025058114,0.024854912,0.092254375,0.054717633,0.003921569
601,29077.86144,18,0.015617982,0.02237348,0.086593401,0.058035529,0.003921569
602,29077.86701,20,0.012865267,0.018738506,0.356957622,0.453217668,0.011951447
603,29077.87254,17,0.02510802,0.0248573,0.092164769,0.054602429,0.003921569
604,29077.87811,18,0.015646875,0.022571708,0.086596036,0.058012488,0.003921569
605,29077.88365,20,0.0128784,0.018755224,0.356886464,0.453411212,0.012138189
606,29077.88922,17,0.025010835,0.024706838,0.092499473,0.054588604,0.003921569
607,29077.89475,18,0.015670515,0.022521554,0.087033523,0.057934149,0.003921569
608,29077.90032,20,0.012946692,0.018721788,0.35700506,0.453231492,0.011951447
609,29077.90586,17,0.025042355,0.024780875,0.092794645,0.054565563,0.003921569
610,29077.91142,18,0.015709914,0.0224714,0.087136306,0.057947974,0.003921569
611,29077.91699,20,0.012825867,0.018688352,0.357179001,0.453441165,0.011577965
612,29077.92253,17,0.025220966,0.024788039,0.092968585,0.054443446,0.003921569
613,29077.9281,18,0.015667888,0.022351986,0.08747101,0.05771526,0.003921569
614,29077.93363,20,0.01282324,0.018688352,0.357099937,0.453178498,0.011951447
615,29077.9392,17,0.025181566,0.024723556,0.093290112,0.054372019,0.003921569
616,29077.94474,18,0.01575194,0.022449906,0.087552709,0.057775166,0.003921569
617,29077.9503,20,0.01289416,0.018700294,0.357113114,0.453270662,0.011577965
618,29077.95584,17,0.0251553,0.024807146,0.093092452,0.054471095,0.003921569
619,29077.96141,18,0.01575194,0.022480953,0.087333966,0.057782079,0.003921569
620,29077.96698,20,0.012836374,0.018810155,0.357131562,0.453480335,0.012138189
621,29077.97251,17,0.025042355,0.024761768,0.092407232,0.054450358,0.003921569
622,29077.97808,18,0.015730927,0.022423634,0.087207464,0.057924933,0.003921569
623,29077.98365,20,0.012867893,0.018740895,0.356994518,0.453609364,0.011764706
624,29077.98918,17,0.025105394,0.024785651,0.092417774,0.054613949,0.003921569
625,29077.99472,18,0.015607475,0.022414081,0.087170567,0.057788991,0.003921569
626,29078.00029,20,0.012936186,0.018805378,0.357297596,0.453302919,0.012138189
627,29078.00586,17,0.025055488,0.024776098,0.092628611,0.054600124,0.003921569
628,29078.01139,18,0.015770327,0.022449906,0.087320789,0.057874243,0.003921569
629,29078.01696,20,0.01288628,0.018774331,0.357026144,0.453646229,0.012138189
630,29078.0225,17,0.0251553,0.024761768,0.092913241,0.054692288,0.003921569
631,29078.02806,18,0.015665261,0.022497671,0.087386675,0.057846593,0.003921569
632,29078.0336,20,0.012912546,0.018805378,0.357150011,0.453187715,0.01232493
633,29078.03917,17,0.025257739,0.02469012,0.093095087,0.054441142,0.003921569
634,29078.0447,18,0.015741434,0.022447517,0.087291798,0.05781664,0.003921569
635,29078.05027,20,0.012817987,0.018681187,0.356952351,0.453395083,0.012138189
636,29078.05584,17,0.025249859,0.024833417,0.093174151,0.054556347,0.003921569
637,29078.06138,18,0.015683648,0.022445129,0.087225912,0.057830465,0.003921569
638,29078.06694,20,0.012857387,0.018738506,0.356696711,0.453146241,0.011577965
639,29078.07248,17,0.025210459,0.024764157,0.093155703,0.054505657,0.003921569
640,29078.07805,18,0.015662635,0.022437964,0.087299705,0.057846593,0.003921569
641,29078.08362,20,0.012909919,0.018724177,0.356799494,0.453065598,0.011764706
642,29078.08915,17,0.025002955,0.024862076,0.092328168,0.054554043,0.003921569
643,29078.09472,18,0.015762447,0.022378257,0.086949188,0.058030921,0.003921569
644,29078.10026,20,0.012957199,0.01870507,0.356736243,0.452793714,0.012138189
645,29078.10582,17,0.025044981,0.024685343,0.092098883,0.054630078,0.003921569
646,29078.11136,18,0.015583836,0.022449906,0.08709941,0.058146126,0.003921569
647,29078.11693,20,0.012920426,0.018707459,0.357363483,0.453081726,0.012138189
648,29078.12246,17,0.025113274,0.024685343,0.092233291,0.054694592,0.003921569
649,29078.12803,18,0.01575982,0.022528719,0.087033523,0.058139213,0.003921569
650,29078.1336,20,0.01289416,0.018690741,0.357023508,0.453067902,0.011951447
651,29078.13914,17,0.025215713,0.024816699,0.092834177,0.054551738,0.003921569
652,29078.1447,18,0.015715168,0.022445129,0.087120493,0.058088523,0.003921569
653,29078.15024,20,0.012928306,0.01873373,0.356944444,0.452945785,0.011764706
654,29078.15581,17,0.025247232,0.024847747,0.092763019,0.054390452,0.003921569
655,29078.16138,18,0.015717794,0.022502448,0.087199557,0.058127693,0.003921569
656,29078.16691,20,0.01288628,0.018738506,0.35686011,0.453298311,0.011577965
657,29078.17248,17,0.025260365,0.024809534,0.093126713,0.054376627,0.003921569
658,29078.17802,18,0.015733554,0.022552602,0.087347143,0.058178383,0.003921569
659,29078.18358,20,0.012896786,0.018745671,0.357084124,0.453358218,0.011764706
660,29078.18912,17,0.025160553,0.024747439,0.092504744,0.054696896,0.003921569
661,29078.19469,18,0.015733554,0.022414081,0.086833228,0.058353494,0.003921569
662,29078.20022,20,0.012875773,0.018795825,0.357060405,0.452952697,0.011764706
663,29078.20579,17,0.025005582,0.024866853,0.091946026,0.054643902,0.003921569
664,29078.21136,18,0.015707288,0.022507225,0.086709361,0.058337365,0.003921569
665,29078.2169,20,0.012923053,0.018745671,0.356791588,0.453353609,0.01232493
666,29078.22246,17,0.025047608,0.024692508,0.091911765,0.054558651,0.003921569
667,29078.228,18,0.015602222,0.022545437,0.086596036,0.058406488,0.003921569
668,29078.23357,20,0.012841627,0.018669246,0.357197449,0.45327527,0.01232493
669,29078.2391,17,0.02517894,0.024756992,0.092085705,0.054620861,0.003921569
670,29078.24467,18,0.015644248,0.022445129,0.086949188,0.05850326,0.003921569
671,29078.25021,20,0.01285476,0.0187194,0.357015602,0.453148545,0.011951447
672,29078.25578,17,0.025094887,0.024885959,0.092138415,0.054641598,0.003921569
673,29078.26138,18,0.015610102,0.022633804,0.086622391,0.058392664,0.003921569
674,29078.26688,20,0.012920426,0.018671634,0.356883829,0.45327527,0.011764706
675,29078.27245,17,0.025002955,0.024869241,0.092061986,0.054531002,0.003921569
676,29078.27798,18,0.015681021,0.022550214,0.086880666,0.058625377,0.003921569
677,29078.28355,20,0.012875773,0.018685964,0.357055134,0.453194627,0.011951447
678,29078.28909,17,0.025079127,0.024819087,0.092064622,0.054438838,0.003921569
679,29078.29466,18,0.015662635,0.022586038,0.086590765,0.058696804,0.003921569
680,29078.30019,20,0.012820614,0.018724177,0.35712102,0.453077118,0.011951447
681,29078.30576,17,0.024968809,0.024692508,0.091669302,0.054634686,0.003921569
682,29078.31136,18,0.015554943,0.022526331,0.086401012,0.058657635,0.003921569
683,29078.31686,20,0.01288628,0.018712235,0.357152646,0.453113984,0.011951447
684,29078.32243,17,0.024945169,0.024737885,0.091144845,0.05459782,0.003921569
685,29078.32797,18,0.015554943,0.022449906,0.085858107,0.058646114,0.003921569
686,29078.33354,20,0.012891533,0.018757613,0.356912819,0.453166978,0.011951447
687,29078.33907,17,0.024926783,0.024725944,0.091139574,0.054607037,0.003921569
688,29078.34464,18,0.015544436,0.02233288,0.085881826,0.058547038,0.003921569
689,29078.35018,20,0.012970332,0.01878866,0.356954986,0.453323656,0.011764706
690,29078.35574,17,0.024989822,0.024742662,0.091479549,0.054775236,0.003921569
691,29078.36131,18,0.01552605,0.022361539,0.086148008,0.058726757,0.003921569
692,29078.36685,20,0.012896786,0.018688352,0.357070947,0.453404299,0.011951447
