Observation id,2week3739x3754,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,,,,,,,
,,,,,,,,
Observation date,2021-01-21 11:32:04,,,,,,,
,,,,,,,,
Description,two weeks paired 17_38_46,,,,,,,
,,,,,,,,
Time offset (s),0.000,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
830.333,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
830.367,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
841.867,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
841.900,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
873.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
873.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
880.300,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
880.333,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
885.367,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
885.400,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
900.200,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
900.233,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
904.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
904.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
906.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
906.667,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
910.400,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
910.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
911.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
911.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
929.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
929.867,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
931.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
931.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
942.867,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
942.900,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
953.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
953.200,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
963.333,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
963.367,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
968.767,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
968.800,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
971.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
971.667,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
976.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
976.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
977.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
977.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
998.300,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
998.333,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1035.733,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1035.767,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1038.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1038.867,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1043.233,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1043.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1066.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1066.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1076.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1076.300,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1085.333,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1085.367,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1090.600,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1090.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1094.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1094.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1102.800,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1102.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1113.967,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1114.000,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1136.967,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1137.000,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1139.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1139.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1144.600,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1144.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1144.967,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1145.000,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1147.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1147.867,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1175.033,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1175.067,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1177.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1177.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1179.533,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1179.567,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1181.933,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1181.967,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1188.933,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1188.967,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1190.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1190.533,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1191.233,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1191.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1195.900,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1195.933,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1200.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1200.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1216.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1216.533,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1226.067,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1226.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1252.733,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1252.767,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1263.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1263.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,one sided interaction,,,START
1264.767,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,one sided interaction,,,STOP
1264.800,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1283.067,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1283.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1283.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1283.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1286.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1286.867,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1298.400,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1298.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1336.667,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1336.700,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1346.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1346.300,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1373.400,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1373.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1389.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1389.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1391.700,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1391.733,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1401.000,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1401.033,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1419.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1419.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1422.233,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1422.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1439.667,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1439.700,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1440.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1440.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1448.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1448.533,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1453.900,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1453.933,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1517.067,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1517.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1520.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1520.200,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1524.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1524.200,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1524.467,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1524.500,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1529.900,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1529.933,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1535.933,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1535.967,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1564.667,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1564.700,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1574.100,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1574.133,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,passive interaction,,,START
1577.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,passive interaction,,,STOP
1577.300,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1579.167,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1579.200,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1584.600,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1584.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1587.233,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1587.267,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1596.600,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1596.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1604.800,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1604.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1617.400,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1617.433,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1625.633,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1625.667,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1641.733,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1641.767,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,START
1642.033,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,active interaction,,,STOP
1642.067,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1662.800,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
1662.833,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,one sided interaction,,,START
1663.533,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,one sided interaction,,,STOP
1663.567,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,START
1671.800,/Users/Anna/Desktop/Video2020-12-19T17_38_46.avi,2532.830,30.0,,nonsocial,,,STOP
