0,1,2,3,4,5,6,7,8
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
0,n/a,n/a,n/a,n/a,0,n/a,n/a,0
Time,n/a,n/a,n/a,n/a,Behavior,n/a,n/a,Status
75.54661119999737,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
75.57121279999613,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
76.33356799999625,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
76.36615679999441,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
76.46850559999794,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
76.52158720000088,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
76.59938560000062,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
76.64455680000037,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
76.70590720000118,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
76.80017920000105,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
76.83705600000172,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
77.22626559999586,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
79.24560639999807,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
79.27426559999586,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
79.92984319999815,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
79.95856639999896,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
80.06485759999603,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
80.09761279999465,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
80.19599359999597,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
80.23683839999885,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
80.89240320000053,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
80.91278079999984,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
81.28958720000088,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
81.32247039999812,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
81.71159039999544,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
81.74023680000008,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
81.83032319999487,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
81.89591039999574,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
81.93269759999961,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
82.20312319999934,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
84.14888960000127,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
84.18562559999526,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
84.28812799999864,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
84.32089599999786,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
84.43146239999682,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
84.46419200000167,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
84.55842559999972,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
84.59525119999796,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
84.68536320000142,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
84.75502079999447,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
84.80422399999946,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
85.07457279999554,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
85.21387519999594,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
85.31622399999947,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
85.4596224000007,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
85.61111039999872,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
87.38072320000082,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
87.41360639999807,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
88.1140095999986,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
88.150796799995,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
88.21255680000037,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
88.63421440000087,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
88.7283328000009,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
88.744742399998,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
88.78572800000012,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
88.99052799999714,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
89.0724223999977,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
89.13399040000141,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
89.21584640000016,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
89.26908159999549,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
89.35511039999872,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
89.42064639999718,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
89.49442559999973,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
89.54348799999804,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
90.54712319999933,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
90.56757759999483,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
92.13642239999771,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
92.15685119999945,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
92.25541119999438,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
92.30452479999512,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
92.75494399999828,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
100.74268159999698,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
100.84504320000111,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
100.90649599999935,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
101.51685119999945,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
101.53731839999557,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
101.58638080000132,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
101.79129599999636,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
101.97964799999446,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.28285440000147,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.3033728,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.37310719999671,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.3852928000018,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.47944959999622,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.53263359999657,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.54909439999611,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.57100800000131,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.60230399999767,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.63097599999607,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.6761215999946,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.74572800000011,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.80335359999538,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.86444799999893,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
102.93409279999882,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
102.98734079999477,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
103.0283775999993,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
103.22915839999914,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
103.3191039999947,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
103.3560319999978,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
103.42974719999731,n/a,n/a,n/a,n/a,Lick,n/a,n/a,START
103.51993599999696,n/a,n/a,n/a,n/a,Lick,n/a,n/a,STOP
